,Survived,Pclass,Sex,Fare,Embarked,Title,Alone,Shared Ticket,Age1
695,0,2,0,1,0,0,1,1,5
696,0,3,0,1,0,0,1,1,4
697,1,3,1,0,2,3,1,1,2
698,0,1,0,3,1,0,0,4,4
699,0,3,0,0,0,0,1,1,4
700,1,1,1,3,1,2,0,4,1
701,1,1,0,2,0,0,1,1,3
702,0,3,1,2,1,3,0,2,1
703,0,3,0,0,2,0,1,1,2
704,0,3,0,0,0,0,0,1,2
705,0,2,0,2,0,0,1,2,3
706,1,2,1,1,0,2,1,1,4
707,1,1,0,2,0,0,1,1,4
708,1,1,1,3,0,3,1,4,2
709,1,3,0,2,1,1,0,2,0
710,1,1,1,3,1,4,1,1,2
711,0,1,0,2,0,0,1,1,3
712,1,1,0,3,0,0,0,2,4
713,0,3,0,1,0,0,1,1,2
714,0,2,0,1,0,0,1,2,5
715,0,3,0,0,0,0,1,1,1
716,1,1,1,3,1,3,1,4,3
717,1,2,1,1,0,3,1,1,2
718,0,3,0,2,2,0,1,1,3
719,0,3,0,0,0,0,1,1,3
720,1,2,1,3,0,3,0,3,0
721,0,3,0,0,0,0,0,1,1
722,0,2,0,1,0,0,1,1,3
723,0,2,0,1,0,0,1,1,4
724,1,1,0,3,0,0,0,2,2
725,0,3,0,1,0,0,1,1,1
726,1,2,1,2,0,2,0,2,2
727,1,3,1,0,2,3,1,1,2
728,0,2,0,2,0,0,0,1,2
729,0,3,1,1,0,3,0,1,2
730,1,1,1,3,0,3,1,3,2
731,0,3,0,2,1,0,1,2,1
732,0,2,0,0,0,0,1,1,3
733,0,2,0,1,0,0,1,1,2
734,0,2,0,1,0,0,1,1,2
735,0,3,0,2,0,0,1,2,2
736,0,3,1,3,0,2,0,4,4
737,1,1,0,3,1,0,1,3,3
738,0,3,0,0,0,0,1,1,3
739,0,3,0,0,0,0,1,1,3
740,1,1,0,2,0,0,1,1,3
741,0,1,0,3,0,0,0,2,3
742,1,1,1,3,1,3,0,2,2
743,0,3,0,2,0,0,0,1,2
744,1,3,0,1,0,0,1,1,3
745,0,1,0,3,0,0,0,2,6
746,0,3,0,2,0,0,0,2,1
747,1,2,1,1,0,3,1,1,2
748,0,1,0,3,0,0,0,1,1
749,0,3,0,0,2,0,1,1,3
750,1,2,1,2,0,3,0,1,0
751,1,3,0,1,0,1,0,2,0
752,0,3,0,1,0,0,1,1,3
753,0,3,0,0,0,0,1,1,2
754,1,2,1,3,0,2,0,2,4
755,1,2,0,2,0,1,0,2,0
756,0,3,0,0,0,0,1,1,2
757,0,2,0,1,0,0,1,1,1
758,0,3,0,1,0,0,1,1,3
759,1,1,1,3,0,3,1,3,3
760,0,3,0,2,0,0,1,2,3
761,0,3,0,0,0,0,1,1,4
762,1,3,0,0,1,0,1,1,1
763,1,1,1,3,0,2,0,4,3
764,0,3,0,0,0,0,1,1,1
765,1,1,1,3,0,2,0,3,5
766,0,1,0,3,1,4,1,1,3
767,0,3,1,0,2,3,1,1,3
768,0,3,0,2,2,0,0,3,3
769,0,3,0,1,0,0,1,1,3
770,0,3,0,1,0,0,1,1,2
771,0,3,0,0,0,0,1,1,4
772,0,2,1,1,0,2,1,2,5
773,0,3,0,0,1,0,1,1,3
774,1,2,1,2,0,2,0,1,5
775,0,3,0,0,0,0,1,1,1
776,0,3,0,0,2,0,1,1,3
777,1,3,1,1,0,3,1,2,0
778,0,3,0,0,2,0,1,1,3
779,1,1,1,3,0,2,0,3,4
780,1,3,1,0,1,3,1,1,1
781,1,1,1,3,0,2,0,2,1
782,0,1,0,2,0,0,1,1,2
783,0,3,0,2,0,0,0,2,3
784,0,3,0,0,0,0,1,1,2
785,0,3,0,0,0,0,1,1,2
786,1,3,1,0,0,3,1,1,1
787,0,3,0,2,2,1,0,5,0
788,1,3,0,2,0,1,0,2,0
789,0,1,0,3,1,0,1,2,4
790,0,3,0,0,2,0,1,1,3
791,0,2,0,2,0,0,1,2,1
792,0,3,1,3,0,3,0,7,2
793,0,1,0,2,1,0,1,1,3
794,0,3,0,0,0,0,1,1,2
795,0,2,0,1,0,0,1,1,3
796,1,1,1,2,0,4,1,1,4
797,1,3,1,1,0,2,1,1,3
798,0,3,0,0,1,0,1,1,2
799,0,3,1,2,0,2,0,3,2
800,0,2,0,1,0,0,1,2,3
801,1,2,1,2,0,2,0,3,3
802,1,1,0,3,0,1,0,4,1
803,1,3,0,1,1,1,0,1,0
804,1,3,0,0,0,0,1,1,2
805,0,3,0,0,0,0,1,1,3
806,0,1,0,0,0,0,1,1,3
807,0,3,1,0,0,3,1,1,1
808,0,2,0,1,0,0,1,1,3
809,1,1,1,3,0,2,0,2,3
810,0,3,0,0,0,0,1,1,2
811,0,3,0,2,0,0,1,2,3
812,0,2,0,1,0,0,1,1,3
813,0,3,1,3,0,3,0,7,0
814,0,3,0,1,0,0,1,1,3
815,0,1,0,0,0,0,1,1,3
816,0,3,1,1,0,3,1,1,2
817,0,2,0,3,1,0,0,2,3
818,0,3,0,0,0,0,1,1,4
819,0,3,0,2,0,1,0,6,0
820,1,1,1,3,0,2,0,2,5
821,1,3,0,1,0,0,1,1,2
822,0,1,0,0,0,4,1,1,3
823,1,3,1,1,0,2,0,2,2
824,0,3,0,3,0,1,0,6,0
825,0,3,0,0,2,0,1,1,3
826,0,3,0,3,0,0,1,7,3
827,1,2,0,3,1,1,0,2,0
828,1,3,0,0,2,0,1,1,3
829,1,1,1,3,0,2,1,2,6
830,1,3,1,2,1,2,0,2,1
831,1,2,0,2,0,1,0,3,0
832,0,3,0,0,1,0,1,1,3
833,0,3,0,0,0,0,1,1,2
834,0,3,0,1,0,0,1,1,1
835,1,1,1,3,1,3,0,1,3
836,0,3,0,1,0,0,1,1,2
837,0,3,0,1,0,0,1,1,3
838,1,3,0,3,0,0,1,7,3
839,1,1,0,2,1,0,1,1,3
840,0,3,0,1,0,0,1,1,1
841,0,2,0,1,0,0,1,2,1
842,1,1,1,2,1,3,1,2,2
843,0,3,0,0,1,0,1,1,3
844,0,3,0,1,0,0,1,1,1
845,0,3,0,0,0,0,1,1,4
846,0,3,0,3,0,0,0,7,3
847,0,3,0,0,1,0,1,1,3
848,0,2,0,3,0,4,0,3,2
849,1,1,1,3,1,2,0,2,3
850,0,3,0,3,0,1,0,7,0
851,0,3,0,0,0,0,1,1,7
852,0,3,1,2,1,3,0,2,0
853,1,1,1,3,0,3,0,1,1
854,0,2,1,2,0,2,0,2,4
855,1,3,1,1,0,2,0,1,1
856,1,1,1,3,0,2,0,2,4
857,1,1,0,2,0,0,1,1,5
858,1,3,1,2,1,2,0,4,2
859,0,3,0,0,1,0,1,1,3
860,0,3,0,1,0,0,0,1,4
861,0,2,0,1,0,0,0,1,2
862,1,1,1,2,0,2,1,1,4
863,0,3,1,3,0,3,0,7,2
864,0,2,0,1,0,0,1,1,2
865,1,2,1,1,0,2,1,1,4
866,1,2,1,1,1,3,0,1,2
867,0,1,0,3,0,0,1,1,3
868,0,3,0,1,0,0,1,1,3
869,1,3,0,1,0,1,0,3,0
870,0,3,0,0,0,0,1,1,2
871,1,1,1,3,0,2,0,2,4
872,0,1,0,0,0,0,1,1,3
873,0,3,0,1,0,0,1,1,4
874,1,2,1,2,1,2,0,2,2
875,1,3,1,0,1,3,1,1,1
876,0,3,0,1,0,0,1,2,1
877,0,3,0,0,0,0,1,1,1
878,0,3,0,0,0,0,1,1,3
879,1,1,1,3,1,2,0,2,5
880,1,2,1,2,0,2,0,2,2
881,0,3,0,0,0,0,1,1,3
882,0,3,1,1,0,3,1,1,2
883,0,2,0,1,0,0,1,1,2
884,0,3,0,0,0,0,1,1,2
885,0,3,1,2,2,2,0,5,3
886,0,2,0,1,0,4,1,1,2
887,1,1,1,2,0,3,1,1,1
888,0,3,1,2,0,3,0,2,2
889,1,1,0,2,1,0,1,1,2
890,0,3,0,0,2,0,1,1,3
